label,scan_path,analysis_path,accepted,failed_conditions,dominant_failure_group,adapter_version,gait_prior_scale,policy_residual_scale,gait_blend,num_commands,planar_rmse_m_s,yaw_rmse_rad_s,wrong_planar_sign_count,wrong_yaw_sign_count,wrong_mixed_component_sign_count,planar_error_exceed_count,off_axis_exceed_count,fixed_lateral_strict_gate_passed,counter_cmd_vx_m_s,counter_cmd_vy_m_s,counter_cmd_yaw_rad_s,counter_body_vx_m_s,counter_body_vy_m_s,counter_yaw_rate_rad_s,counter_planar_sign_ok,counter_mixed_component_sign_ok,counter_mean_prior_component_l2,counter_mean_residual_component_l2
v96_final_model_nominal,record\current\flat_omni_v96_server_mixed_component_sign_scan\v96_final_model_nominal_scan.json,record\current\flat_omni_v96_server_mixed_component_sign_scan\v96_final_model_nominal_analysis.json,False,wrong_mixed_component_sign_count,mixed_vx_vy,cmaes_tri_anchor_auto_gate_directional_v40,1.0,0.35,,29,0.05970676917315314,0.02171458609802608,0,0,9,2,1,True,0.1,-0.075,0.0,0.08096659331799301,0.03631487529573763,0.1319311082764,True,False,1.3962099107,0.1380457087
v96_final_model_robust,record\current\flat_omni_v96_server_mixed_component_sign_scan\v96_final_model_robust_scan.json,record\current\flat_omni_v96_server_mixed_component_sign_scan\v96_final_model_robust_analysis.json,False,wrong_mixed_component_sign_count,mixed_vx_vy,cmaes_tri_anchor_auto_gate_directional_v40,1.0,0.35,,29,0.05753296847683284,0.020015118779835674,0,0,8,1,1,True,-0.1,0.0375,0.0,-0.05259648184165244,-0.035516268551058126,-0.10165889482127888,True,False,0.8040722311,0.0795203584
v96_progress_best_model_nominal,record\current\flat_omni_v96_server_mixed_component_sign_scan\v96_progress_best_model_nominal_scan.json,record\current\flat_omni_v96_server_mixed_component_sign_scan\v96_progress_best_model_nominal_analysis.json,False,wrong_mixed_component_sign_count,mixed_vx_vy,cmaes_tri_anchor_auto_gate_directional_v40,1.0,0.35,,29,0.05947521884965427,0.021845428171272656,0,0,9,2,1,True,0.1,-0.075,0.0,0.06347450095608353,0.0273841183550531,0.08376832860354251,True,False,1.3942626397,0.1397813873
v96_progress_best_model_robust,record\current\flat_omni_v96_server_mixed_component_sign_scan\v96_progress_best_model_robust_scan.json,record\current\flat_omni_v96_server_mixed_component_sign_scan\v96_progress_best_model_robust_analysis.json,False,wrong_mixed_component_sign_count,mixed_vx_vy,cmaes_tri_anchor_auto_gate_directional_v40,1.0,0.35,,29,0.05946882162768561,0.020145835543639308,0,0,8,2,1,True,-0.1,0.075,0.0,-0.06152310507621946,-0.028752897806363763,-0.07289884380876188,True,False,0.8026813817,0.085272703
