label,scan_path,analysis_path,accepted,failed_conditions,dominant_failure_group,adapter_version,gait_prior_scale,policy_residual_scale,gait_blend,num_commands,planar_rmse_m_s,yaw_rmse_rad_s,wrong_planar_sign_count,wrong_yaw_sign_count,planar_error_exceed_count,off_axis_exceed_count,fixed_lateral_strict_gate_passed,counter_cmd_vx_m_s,counter_cmd_vy_m_s,counter_cmd_yaw_rad_s,counter_body_vx_m_s,counter_body_vy_m_s,counter_yaw_rate_rad_s,counter_planar_sign_ok,counter_mean_prior_component_l2,counter_mean_residual_component_l2
v94_best_nominal,record/current/flat_omni_v94_server_robust_forward_left_scan/best_nominal_scan.json,record/current/flat_omni_v94_server_robust_forward_left_scan/best_nominal_scan_analysis.json,True,,mixed_vx_vy,cmaes_tri_anchor_auto_gate_directional_v37,1.0,0.35,,35,0.05468923964736117,0.02173502156733423,0,0,1,3,True,0.05,0.0,-0.1,0.054322584350967075,0.021272882581516144,0.08949745132195219,True,1.0786283386,0.0872600424
v94_best_robust,record/current/flat_omni_v94_server_robust_forward_left_scan/best_robust_scan.json,record/current/flat_omni_v94_server_robust_forward_left_scan/best_robust_scan_analysis.json,False,wrong_planar_sign_count,mixed_vx_vy,cmaes_tri_anchor_auto_gate_directional_v37,1.0,0.35,,35,0.05696532960893664,0.02006162459963055,1,0,2,1,True,0.05,0.075,0.0,-0.03446526267238791,0.00592597190124692,0.011315592207085038,False,0.921458112,0.0743411049
v94_final_nominal,record/current/flat_omni_v94_server_robust_forward_left_scan/final_nominal_scan.json,record/current/flat_omni_v94_server_robust_forward_left_scan/final_nominal_scan_analysis.json,True,,mixed_vx_vy,cmaes_tri_anchor_auto_gate_directional_v37,1.0,0.35,,35,0.05343760456684847,0.021775779674939977,0,0,1,3,True,0.1,0.0,-0.1,0.061563752313109364,0.009958600143571939,0.07622910647088925,True,1.4673393599,0.1222415093
v94_final_robust,record/current/flat_omni_v94_server_robust_forward_left_scan/final_robust_scan.json,record/current/flat_omni_v94_server_robust_forward_left_scan/final_robust_scan_analysis.json,False,wrong_planar_sign_count,mixed_vx_vy,cmaes_tri_anchor_auto_gate_directional_v37,1.0,0.35,,35,0.05528220467123739,0.020128182260001355,1,0,1,1,True,0.05,0.075,0.0,-0.034438362362078596,0.015723913369623744,0.033342275974118506,False,0.921458112,0.0754926052
