terrain,policy_mode,gait_blend,mean_speed_mm_s,mean_lateral_drift_mm,mean_action_l2_per_m,mean_path_efficiency,mean_slip_proxy,mean_propulsion_efficiency_m_per_action_l2,success_rate,termination_rate,model_path,scan_status,scan_status_reasons
flat,random,0.75,24.831921398640326,473.6050713514707,22572.737492690914,0.0877209865257125,0.9122790134742875,0.00012176370587317808,1.0,0.0,D:\inovxio\thirdparty\simulation\worm_project\runs\worm_v6_ppo_flat_random\best_model.zip,done,
