label,scan_path,analysis_path,accepted,failed_conditions,dominant_failure_group,adapter_version,gait_prior_scale,policy_residual_scale,gait_blend,num_commands,planar_rmse_m_s,yaw_rmse_rad_s,wrong_planar_sign_count,wrong_yaw_sign_count,planar_error_exceed_count,off_axis_exceed_count,fixed_lateral_strict_gate_passed,counter_cmd_vx_m_s,counter_cmd_vy_m_s,counter_cmd_yaw_rad_s,counter_body_vx_m_s,counter_body_vy_m_s,counter_yaw_rate_rad_s,counter_planar_sign_ok,counter_mean_prior_component_l2,counter_mean_residual_component_l2
v92b_best_nominal,record\current\flat_omni_v92b_server_low_yaw_envelope_scan\best_nominal_scan.json,record\current\flat_omni_v92b_server_low_yaw_envelope_scan\best_nominal_scan_analysis.json,True,,mixed_vx_vy,cmaes_tri_anchor_auto_gate_directional_v37,1.0,0.35,,35,0.05838940115518903,0.019106157418154808,0,0,2,3,True,0.1,0.0,-0.1,0.0635939074071239,-0.005716951589172746,0.06688636253931242,True,1.4657047021,0.1200210059
v92b_best_robust,record\current\flat_omni_v92b_server_low_yaw_envelope_scan\best_robust_scan.json,record\current\flat_omni_v92b_server_low_yaw_envelope_scan\best_robust_scan_analysis.json,False,wrong_planar_sign_count,mixed_vx_vy,cmaes_tri_anchor_auto_gate_directional_v37,1.0,0.35,,35,0.0581501546778053,0.020215514593391673,1,0,1,1,True,0.05,0.075,0.0,-0.0384146005166072,0.01081598863324793,0.021097946270386785,False,0.921458112,0.0750258743
v92b_final_nominal,record\current\flat_omni_v92b_server_low_yaw_envelope_scan\final_nominal_scan.json,record\current\flat_omni_v92b_server_low_yaw_envelope_scan\final_nominal_scan_analysis.json,True,,mixed_vx_vy,cmaes_tri_anchor_auto_gate_directional_v37,1.0,0.35,,35,0.054463194666204154,0.018368798256718524,0,0,0,2,True,0.1,0.0,-0.1,0.05099522738975302,-0.011165163157473753,0.04786680317811539,True,1.4629701412,0.1208697191
v92b_final_robust,record\current\flat_omni_v92b_server_low_yaw_envelope_scan\final_robust_scan.json,record\current\flat_omni_v92b_server_low_yaw_envelope_scan\final_robust_scan_analysis.json,True,,mixed_vx_vy,cmaes_tri_anchor_auto_gate_directional_v37,1.0,0.35,,35,0.06102694007611464,0.020334063782768887,0,0,1,1,True,0.1,0.0,-0.1,0.04229087803246543,0.007021764534995596,0.08944432541616736,True,1.4780641297,0.103965027
