trial,generation,direction,score,lateral_term,forward_penalty,yaw_penalty,lateral_deficit_penalty,body_vx_m_s,body_vy_m_s,signed_lateral_m_s,off_axis_forward_m_s,yaw_rate_rad_s,elapsed_s,terminated,action_energy,slide_bias,slide_amp,slide_freq,slide_wave_n,slide_phase,yaw_amp,yaw_freq,yaw_wave_n,yaw_phase,yaw_bias,yaw_trim_gradient
43,4,left,-3.2152362173774947,-0.2032176914507672,0.8713017101380237,0.760844313920906,2.016088457253836,0.0697041368110419,-0.03048265371761508,-0.03048265371761508,0.0697041368110419,-0.1521688627841812,6.0,False,0.2798357307910919,-0.4769539968190497,0.239619982900312,1.0663367215842263,-0.6528706120334888,0.34255002520822586,0.10513584430098749,0.7108164440472652,0.22885246300946438,3.1294752631162988,0.42677087645555867,0.014398775174695455
44,4,left,-7.077769773328473,-0.7697475577214722,1.1629103882213052,1.285944493642607,4.848737788607361,0.09303283105770442,-0.11546213365822082,-0.11546213365822082,0.09303283105770442,-0.2571888987285214,6.0,False,0.11374542117118835,-0.34009576886983206,0.07722634569095668,0.8372282723226981,1.60851856525428,-3.136975164122614,0.2162658255932715,0.6681196758266585,0.10810818415161005,1.1628708060725916,0.21326005383375635,0.20603064704260277
45,4,left,-0.7422537641768524,0.10961221008157086,0.24250536014215035,0.4514238573646086,0.45193894959214564,0.01940042881137203,0.01644183151223563,0.01644183151223563,0.01940042881137203,0.09028477147292173,6.0,False,0.22306719422340393,-0.5420124538248674,0.03588918124075884,0.8782920481737344,0.31156997517514595,-2.892377588349084,0.0014752287068198623,0.519734450737298,1.1447357789366013,1.9789926007823722,0.29703094821238996,0.23839412092104773
46,4,left,-1.1634797653778182,0.25628465040402365,0.865796497338279,1.605092849631829,0.0,0.06926371978706232,0.03844269756060355,0.03844269756060355,0.06926371978706232,0.32101856992636585,6.0,False,0.558022141456604,-0.654512374651415,0.5686424193720837,0.7432742373139154,1.9258787356025122,-2.3825979869849587,0.4001869806044752,0.34739043984751505,-0.7887366933293984,3.0109296325756567,0.33066711931838877,0.20200653098776433
47,4,left,-0.6656423568227615,0.1214630490887059,0.21501682158173097,0.4830238048584893,0.39268475455647056,0.01720134572653848,0.018219457363305883,0.018219457363305883,0.01720134572653848,0.09660476097169786,6.0,False,0.11984869092702866,-0.0823344690165998,0.12671731577557915,1.0781097115551206,2.1112426139441745,-2.7704436447096783,0.0011941785007536085,0.7971580518940609,1.0650066547899364,0.7800442991247518,0.39728323366622575,0.39483702367645135
48,4,left,-0.6744646997614221,0.06069383126796723,0.04079765096140052,0.018228671591705343,0.6965308436601638,-0.003263812076912042,0.009104074690195084,0.009104074690195084,0.003263812076912042,0.0036457343183410687,6.0,False,0.04774979501962662,-0.17474155778947975,0.027738007011600146,0.6734110829163915,0.9938886200069197,0.3586816489835103,0.19597224337778024,0.3812698205890138,-1.5024721396308003,0.894014251766821,0.07323951250617955,0.2565298089294945
49,4,left,-2.369071608293532,-0.14019270280480772,0.4515313146511492,0.41219007428421806,1.7009635140240384,0.03612250517209194,-0.021028905420721156,-0.021028905420721156,0.03612250517209194,-0.08243801485684361,6.0,False,0.28742170333862305,-0.43737422481762955,0.514804220868009,0.857031405700277,1.8084423309334454,-2.6999788909354576,0.13548008768007364,0.8961488799171284,1.6174340920586943,0.4277379285323373,0.014136342078812203,0.15136335266804335
50,5,left,-1.800609834428929,-0.019910856989498585,0.44408664036567813,0.7318656195998547,1.099554284947493,0.03552693122925425,-0.0029866285484247876,-0.0029866285484247876,0.03552693122925425,-0.14637312391997095,6.0,False,0.2175617218017578,-0.5352402331547378,0.06633964555010315,1.007981980008383,-1.1032483016486665,-1.1347713254406955,0.05898327121243409,0.7464171471221995,0.44291999164205986,2.3600272325552005,-0.17665988303551317,0.31744290081594484
51,5,left,-0.6146384017498645,0.1655043836365153,0.3792310049790141,0.6783910361828034,0.17247808181742355,0.030338480398321127,0.024825657545477293,0.024825657545477293,0.030338480398321127,0.13567820723656068,6.0,False,0.15037409961223602,-0.01468995629072034,0.006346743927341209,0.6107221969567145,1.7467177861311587,-3.132048609474114,0.16512384623513224,0.9693805845761998,1.466026885242333,1.126738495934335,0.49757052487236675,0.38238647952951643
52,5,left,-0.678167813105929,0.2701009686171266,0.5254255215348369,1.1557411468425667,0.0,0.042034041722786956,0.04051514529256899,0.04051514529256899,0.042034041722786956,0.23114822936851334,6.0,False,0.13001716136932373,-0.12090487200689448,0.04941758498305259,0.7863337874009209,0.33534133677362465,-3.0027440660524545,0.009990488003127787,0.8164734095416781,0.26975486335618637,0.21829772879911902,0.4978080481133198,0.17194701141456792
53,5,left,-0.517046234670336,0.21699708278480956,0.4128706153339777,0.8835407322458991,0.0,0.033029649226718215,0.03254956241772143,0.03254956241772143,0.033029649226718215,0.17670814644917984,6.0,False,0.163176029920578,-0.11286535933006148,0.20836234814168636,1.4381485547173423,-1.275727205808884,-1.748261936762644,0.002418170798127491,0.566203648174212,-2.8707753009182957,1.9866464632472445,0.4973418558493693,0.3141751325399741
54,5,left,-0.5269173366878954,0.24767848925927022,0.4566061199823955,0.900400266445566,0.0,0.03652848959859164,0.03715177338889053,0.03715177338889053,0.03652848959859164,0.18008005328911322,6.0,False,0.238570436835289,-0.301161050408858,0.26073118268355955,0.9439935377446683,1.5301987848102296,-0.32140412228760207,0.13110841092042988,0.6776725945506602,2.066989266796205,0.914830350240087,0.4955546837515632,0.250761213210699
55,5,left,-1.1105902861065515,0.07598362441588737,0.2678414575706361,0.7466655983982721,0.6200818779205632,0.02142731660565089,0.011397543662383105,0.011397543662383105,0.02142731660565089,0.14933311967965443,6.0,False,0.28351065516471863,-0.6043884986984167,0.13904177235541804,0.5964034731585984,0.12097515075657705,-2.8212154089180097,0.06630282738348334,0.9675669924623197,-0.16875247370112367,2.7549088896251055,0.3508426074637827,0.11896016737095427
56,5,left,-3.494716086005921,-0.131410085352653,1.1259478743555678,1.82865701668186,1.657050426763265,0.09007582994844543,-0.01971151280289795,-0.01971151280289795,0.09007582994844543,-0.36573140333637205,6.0,False,0.1881776750087738,-0.0716645765699917,0.19290616168663868,0.8774172675542053,2.7744579399520166,-2.2343049607459635,0.482230003224678,0.8172368012958858,0.796072631288042,2.380871473476942,0.4679041711306262,0.25437393899226657
57,5,left,-3.5309422021252876,-0.22609077172398503,0.8730100642994594,1.121589891422216,2.130453858619925,0.06984080514395676,-0.033913615758597755,-0.033913615758597755,0.06984080514395676,-0.2243179782844432,6.0,False,0.12477905303239822,-0.3803177644676087,0.10510764135187411,1.1403836187131782,2.736550784802221,-1.2453285711460067,0.2777421707839386,0.9157114646291031,0.4570354543058488,-1.3084596242470834,0.0016421775514031678,0.16397411191135958
58,5,left,-0.7650284913934107,0.2851074672534449,0.5853132740469981,1.273483810322021,0.0,0.04682506192375985,0.04276612008801673,0.04276612008801673,0.04682506192375985,0.2546967620644042,6.0,False,0.1837380826473236,-0.26043838463682256,0.1673605833929755,0.8928744890934894,-1.2324659911369462,-3.1415147387416686,0.01294803398683894,0.6206526874153205,-0.36952415733999766,0.6852774334658482,0.49949891264789203,0.08862136444941165
59,5,left,-0.8329063588631165,0.29336975357872824,0.6350791706253753,1.357364133381745,0.0,0.05080633365003003,0.04400546303680924,0.04400546303680924,0.05080633365003003,0.27147282667634903,6.0,False,0.15193131566047668,-0.17812202185656623,0.16078446188693388,1.1064743374450032,1.9184949841430612,-3.027166190075847,0.005203240502281498,0.409056288558888,-0.9607415763615861,1.2479485269767512,0.4988648834576541,0.050161147147264995
60,6,left,-0.3244040127388983,0.2174281652064125,0.2483287675834571,0.7338463439590807,0.0,0.019866301406676567,0.032614224780961876,0.032614224780961876,0.019866301406676567,0.14676926879181615,6.0,False,0.05394343286752701,-0.05019314649036266,0.0008614128627848196,1.4914229318188865,-0.3246811056929122,-1.5989692619278022,3.821213496067242e-05,0.6343457986471507,-2.187038523593893,0.7902799298338081,0.32494123667141805,0.14148958765150954
61,6,left,-0.31291402239845933,0.3903735036857015,0.5296427532468287,0.6554552034592482,0.0,0.0423714202597463,0.058556025552855225,0.058556025552855225,0.0423714202597463,0.13109104069184965,6.0,False,0.2404998540878296,-0.15425072101385606,0.5732746595680795,1.0968403544576966,0.20653945038320476,-0.6777420968179508,0.34502092045818006,0.6899152893696869,-2.177828572649241,1.9274904304762392,0.40945258592571754,0.34482824182900285
62,6,left,-0.46152192520664326,0.17869960321306808,0.33029657214924024,0.5955292340209665,0.10650198393465961,0.02642372577193922,0.02680494048196021,0.02680494048196021,0.02642372577193922,0.1191058468041933,6.0,False,0.23736634850502014,-0.34429824426221156,0.2858355884968603,1.0724417449050048,2.5139057000492695,-0.8455787120957146,0.13513246630093798,0.7169535536930476,1.4549697021809251,-2.726522655796925,0.3910199381603029,0.36113205527005066
63,6,left,-0.6309594883512766,0.16776487568860413,0.3618743988916361,0.7602252906097668,0.16117562155697937,0.028949951911330887,0.025164731353290618,0.025164731353290618,0.028949951911330887,0.15204505812195337,6.0,False,0.20620089769363403,-0.18880564653132204,0.2676947270190751,1.1922571863279088,-1.097783095646442,0.732100552889817,0.04555981015363746,0.24994127816226902,-0.34120232132114436,3.112594920265037,0.48214290893136447,0.367364906797086
