time_s,raw_gait_gate_action,learned_gait_blend,gait_blend,desired_gait_blend,gait_gate_error,prior_component_l2,residual_component_l2,applied_action_l2,policy_residual_0,ema_residual_0,prior_component_0,residual_component_0,applied_action_0,policy_residual_1,ema_residual_1,prior_component_1,residual_component_1,applied_action_1,policy_residual_2,ema_residual_2,prior_component_2,residual_component_2,applied_action_2,policy_residual_3,ema_residual_3,prior_component_3,residual_component_3,applied_action_3,policy_residual_4,ema_residual_4,prior_component_4,residual_component_4,applied_action_4,policy_residual_5,ema_residual_5,prior_component_5,residual_component_5,applied_action_5,policy_residual_6,ema_residual_6,prior_component_6,residual_component_6,applied_action_6,policy_residual_7,ema_residual_7,prior_component_7,residual_component_7,applied_action_7,policy_residual_8,ema_residual_8,prior_component_8,residual_component_8,applied_action_8,policy_residual_9,ema_residual_9,prior_component_9,residual_component_9,applied_action_9,policy_residual_10,ema_residual_10,prior_component_10,residual_component_10,applied_action_10
27.1,-0.0003811931237578392,0.49942821031436324,0.0,0.0,0.0,1.8716524839401245,0.06504744291305542,1.873967170715332,-0.059028636664152145,-0.0362115204334259,-0.800000011920929,-0.012674031779170036,-0.8126740455627441,-0.03409062325954437,-0.01946764439344406,-0.800000011920929,-0.006813675630837679,-0.8068137168884277,0.04746314510703087,0.0488753467798233,-0.800000011920929,0.017106371000409126,-0.7828936576843262,0.09183014184236526,0.0844179168343544,-0.800000011920929,0.02954627014696598,-0.7704537510871887,-0.11007880419492722,-0.10216979682445526,-0.800000011920929,-0.03575942665338516,-0.8357594609260559,0.05588307976722717,0.041612058877944946,-0.3446197211742401,0.014564220793545246,-0.33005550503730774,-0.06523095816373825,-0.057901136577129364,0.19200000166893005,-0.020265396684408188,0.17173460125923157,-0.07334793359041214,-0.0515541210770607,0.19200000166893005,-0.018043942749500275,0.17395606637001038,0.05048934742808342,0.05977672338485718,0.19200000166893005,0.020921852439641953,0.2129218578338623,0.007385672070086002,0.02188021130859852,0.19200000166893005,0.007658073678612709,0.1996580809354782,0.06488876789808273,0.033198170363903046,0.19200000166893005,0.011619359254837036,0.2036193609237671
27.12,0.027397479861974716,0.5410962197929621,0.02876735385507345,0.0,0.02876735385507345,1.8615761995315552,0.06658146530389786,1.8647511005401611,-0.04163402318954468,-0.037838272750377655,-0.800000011920929,-0.013243394903838634,-0.8132433891296387,-0.057875216007232666,-0.030989915132522583,-0.7560240626335144,-0.010846470482647419,-0.7668705582618713,0.05040029063820839,0.04933283105492592,-0.800000011920929,0.017266491428017616,-0.7827335000038147,0.05615558475255966,0.07593921571969986,-0.800000011920929,0.02657872438430786,-0.7734212875366211,-0.09641456604003906,-0.10044322162866592,-0.765884518623352,-0.03515512868762016,-0.8010396361351013,0.08076000958681107,0.05335644632577896,-0.4518914818763733,0.018674755468964577,-0.43321672081947327,-0.05395185202360153,-0.056716348975896835,0.1783517748117447,-0.019850721582770348,0.1585010588169098,-0.06674858182668686,-0.05611246079206467,0.18158262968063354,-0.019639361649751663,0.16194327175617218,0.05767058581113815,0.05914488062262535,0.19028125703334808,0.020700708031654358,0.21098196506500244,-0.0032175034284591675,0.014350896701216698,0.19988201558589935,0.005022813566029072,0.20490482449531555,0.09220174700021744,0.05089924484491348,0.2053457349538803,0.01781473495066166,0.22316047549247742
27.14,0.03658045828342438,0.5548706874251366,0.038409481197595595,0.0,0.038409481197595595,1.8761529922485352,0.06514734774827957,1.8801950216293335,-0.04182584956288338,-0.03903454542160034,-0.800000011920929,-0.01366209052503109,-0.8136621117591858,-0.08526413887739182,-0.04727218300104141,-0.7410167455673218,-0.016545264050364494,-0.757561981678009,0.050718992948532104,0.049748681485652924,-0.800000011920929,0.017412038519978523,-0.7825879454612732,0.012208642438054085,0.05682004243135452,-0.800000011920929,0.019887015223503113,-0.7801129817962646,-0.04552999883890152,-0.08396925777196884,-0.7550757527351379,-0.029389239847660065,-0.7844650149345398,0.10227665305137634,0.06803251057863235,-0.543803334236145,0.023811377584934235,-0.519991934299469,-0.04105844348669052,-0.05201897770166397,0.1738111525774002,-0.0182066410779953,0.1556045114994049,-0.04788913205265999,-0.05364546179771423,0.1794695258140564,-0.01877591200172901,0.16069361567497253,0.0599028505384922,0.059372272342443466,0.19170477986335754,0.020780295133590698,0.21248507499694824,-0.006042873952537775,0.008232764899730682,0.20409496128559113,0.0028814675752073526,0.20697642862796783,0.10054276883602142,0.06579229980707169,0.21013689041137695,0.02302730455994606,0.23316419124603271
27.16,0.03792516887187958,0.5568877533078194,0.039821427315473557,0.0,0.039821427315473557,1.9032015800476074,0.06500976532697678,1.9074841737747192,-0.04166640341281891,-0.03982410207390785,-0.800000011920929,-0.013938435353338718,-0.8139384388923645,-0.08774358779191971,-0.0594136044383049,-0.7385849356651306,-0.020794760435819626,-0.7593796849250793,0.05189858376979828,0.05039365217089653,-0.800000011920929,0.01763777807354927,-0.7823622226715088,0.014359044842422009,0.04408174380660057,-0.800000011920929,0.015428610146045685,-0.7845714092254639,-0.0459236279129982,-0.07255557179450989,-0.7540836334228516,-0.02539444901049137,-0.7794780731201172,0.08686789870262146,0.07368312776088715,-0.6331436038017273,0.02578909508883953,-0.6073545217514038,-0.05270549654960632,-0.052224934101104736,0.17340560257434845,-0.018278727307915688,0.15512686967849731,-0.046063169836997986,-0.0513707771897316,0.18059511482715607,-0.01797977089881897,0.1626153439283371,0.054688356816768646,0.05796709656715393,0.19377070665359497,0.020288484171032906,0.21405918896198273,-0.010294191539287567,0.0026746776420623064,0.2060168981552124,0.0009361371630802751,0.2069530338048935,0.09311186522245407,0.0739881694316864,0.21090605854988098,0.02589585818350315,0.23680192232131958
27.18,0.02935688942670822,0.5440353341400623,0.03082473389804363,0.0,0.03082473389804363,1.9446223974227905,0.06285777688026428,1.9492566585540771,-0.03341514989733696,-0.037901416420936584,-0.800000011920929,-0.01326549518853426,-0.8132655024528503,-0.0833735391497612,-0.06660158187150955,-0.752267062664032,-0.023310553282499313,-0.7755776047706604,0.04536055773496628,0.048883724957704544,-0.800000011920929,0.017109302803874016,-0.7828907370567322,0.004050691612064838,0.03207242861390114,-0.800000011920929,0.011225350201129913,-0.7887746691703796,-0.04078826680779457,-0.06302537769079208,-0.7649756073951721,-0.0220588818192482,-0.7870345115661621,0.06859323382377625,0.07215616106987,-0.7228513360023499,0.02525465562939644,-0.6975966691970825,-0.05365349352359772,-0.05265350267291069,0.17798414826393127,-0.018428726121783257,0.15955542027950287,-0.04264188930392265,-0.048752110451459885,0.18450629711151123,-0.017063237726688385,0.16744306683540344,0.05865873396396637,0.05817458778619766,0.19496168196201324,0.020361104980111122,0.21532279253005981,0.0017368057742714882,0.002393316011875868,0.20386257767677307,0.0008376605692319572,0.20470023155212402,0.06877927482128143,0.07242549955844879,0.2065371572971344,0.025348924100399017,0.231886088848114
27.2,0.011365110985934734,0.5170476664789021,0.011933366535231471,0.0,0.011933366535231471,1.9939069747924805,0.06060471013188362,1.998926043510437,-0.03746736794710159,-0.03777120262384415,-0.800000011920929,-0.013219920918345451,-0.8132199048995972,-0.07312613725662231,-0.0685589462518692,-0.7814503312110901,-0.02399563044309616,-0.8054459691047668,0.045778967440128326,0.04795229434967041,-0.800000011920929,0.016783302649855614,-0.7832167148590088,0.014757875353097916,0.02687806263566017,-0.800000011920929,0.00940732192248106,-0.7905926704406738,-0.05230263993144035,-0.059808555990457535,-0.786644458770752,-0.020932994782924652,-0.8075774312019348,0.04563179612159729,0.06419885158538818,-0.800000011920929,0.022469596937298775,-0.7775304317474365,-0.06725865602493286,-0.05703505128622055,0.18678569793701172,-0.019962267950177193,0.16682343184947968,-0.051530398428440094,-0.04958559572696686,0.18965062499046326,-0.01735495775938034,0.17229565978050232,0.06382975727319717,0.059871137142181396,0.19374866783618927,0.02095489762723446,0.21470355987548828,-0.005863453261554241,-8.371495641767979e-05,0.19692888855934143,-2.9300234018592164e-05,0.19689959287643433,0.03755068778991699,0.06196305528283119,0.1975220888853073,0.021687069907784462,0.21920916438102722
27.22,0.01786620542407036,0.5267993081361055,0.018759515695273874,0.0,0.018759515695273874,1.987373948097229,0.0577380508184433,1.9914034605026245,0.0002316441386938095,-0.026370348408818245,-0.800000011920929,-0.009229621849954128,-0.8092296123504639,-0.06467968225479126,-0.0673951655626297,-0.7707352638244629,-0.023588307201862335,-0.7943235635757446,0.04068941995501518,0.04577343165874481,-0.800000011920929,0.016020700335502625,-0.7839792966842651,0.02429763786494732,0.02610393613576889,-0.800000011920929,0.009136377833783627,-0.7908636331558228,-0.0611816868185997,-0.060220494866371155,-0.7793295383453369,-0.021077172830700874,-0.8004066944122314,0.045648351311683655,0.058633700013160706,-0.800000011920929,0.020521795377135277,-0.7794781923294067,-0.07287412136793137,-0.061786770820617676,0.18423493206501007,-0.021625369787216187,0.16260956227779388,-0.03163451328873634,-0.04420027136802673,0.1892186403274536,-0.015470094978809357,0.17374855279922485,0.06434939056634903,0.06121461093425751,0.1956622153520584,0.021425113081932068,0.21708732843399048,0.0018104426562786102,0.0004845323564950377,0.20018361508846283,0.00016958631749730557,0.20035320520401,0.025923941284418106,0.051151324063539505,0.2004096508026123,0.017902962863445282,0.21831262111663818
27.240000000000002,0.010961390100419521,0.5164420851506293,0.011509459605440496,0.0,0.011509459605440496,1.9947230815887451,0.05377614125609398,1.998678207397461,0.006907390430569649,-0.016387026757001877,-0.800000011920929,-0.005735459271818399,-0.8057354688644409,-0.07011539489030838,-0.06821123510599136,-0.7819854617118835,-0.023873932659626007,-0.805859386920929,0.04119769483804703,0.04440071061253548,-0.800000011920929,0.015540248714387417,-0.7844597697257996,0.0017693247646093369,0.0188035536557436,-0.800000011920929,0.006581243593245745,-0.7934187650680542,-0.04060810059309006,-0.054336775094270706,-0.7875202298164368,-0.019017871469259262,-0.8065381050109863,0.03806246072053909,0.05246232822537422,-0.800000011920929,0.018361814320087433,-0.7816382050514221,-0.05788956582546234,-0.060617610812187195,0.18755848705768585,-0.02121616341173649,0.16634231805801392,-0.02893131598830223,-0.03961958736181259,0.1908736675977707,-0.013866855762898922,0.1770068109035492,0.06110793352127075,0.06118260696530342,0.19478003680706024,0.021413912996649742,0.21619394421577454,0.011176628060638905,0.0036921610590070486,0.19722723960876465,0.0012922564055770636,0.1985194981098175,0.016248228028416634,0.04068039357662201,0.19693082571029663,0.014238137751817703,0.21116895973682404
27.26,0.001423792913556099,0.5021356893703341,0.0014949825592339037,0.0,0.0014949825592339037,2.0046088695526123,0.050447214394807816,2.008387565612793,0.020329702645540237,-0.005372007377445698,-0.800000011920929,-0.0018802025588229299,-0.8018802404403687,-0.07843644917011261,-0.07127880305051804,-0.7976528406143188,-0.024947579950094223,-0.8226004242897034,0.04095575585961342,0.04336722567677498,-0.800000011920929,0.015178528614342213,-0.7848215103149414,-0.001253414899110794,0.012786462903022766,-0.800000011920929,0.004475262016057968,-0.7955247759819031,-0.04146689921617508,-0.05047581344842911,-0.7984055876731873,-0.017666533589363098,-0.8160721063613892,0.037406742572784424,0.04794565215706825,-0.800000011920929,0.016780978068709373,-0.783219039440155,-0.053893089294433594,-0.058600254356861115,0.19147196412086487,-0.02051008865237236,0.1709618717432022,-0.022730723023414612,-0.0345529280602932,0.19193081557750702,-0.01209352444857359,0.17983728647232056,0.0466427244246006,0.056820645928382874,0.19242599606513977,0.019887225702404976,0.2123132199048996,0.009150114841759205,0.0053295474499464035,0.19269756972789764,0.0018653415609151125,0.1945629119873047,0.0045027644373476505,0.02982710488140583,0.19260303676128387,0.010439486242830753,0.20304252207279205
27.28,0.004968984983861446,0.5074534774757922,0.005217434233054518,0.0,0.005217434233054518,1.9997262954711914,0.048799145966768265,2.0026073455810547,0.03761598840355873,0.007524391636252403,-0.7982552647590637,0.002633536932989955,-0.7956217527389526,-0.06429976969957352,-0.06918509304523468,-0.795026957988739,-0.02421478182077408,-0.8192417621612549,0.03794834017753601,0.04174155741930008,-0.797490656375885,0.014609544537961483,-0.7828811407089233,0.01068824715912342,0.012156998738646507,-0.800000011920929,0.004254949279129505,-0.7957450747489929,-0.06327369064092636,-0.054315175861120224,-0.791695237159729,-0.019010310992598534,-0.8107055425643921,0.02924741990864277,0.04233618080615997,-0.800000011920929,0.014817663468420506,-0.7851823568344116,-0.06415160000324249,-0.06026566028594971,0.19213615357875824,-0.021092981100082397,0.17104317247867584,-0.023412860929965973,-0.03121090680360794,0.193770632147789,-0.010923816822469234,0.1828468143939972,0.04348178952932358,0.052818987518548965,0.19447576999664307,0.018486645072698593,0.21296241879463196,0.0012347185984253883,0.004101098515093327,0.19388143718242645,0.0014353845035657287,0.19531682133674622,0.008653567172586918,0.0234750434756279,0.19229960441589355,0.00821626465767622,0.20051586627960205
