trial,generation,score,mean_signed_yaw_rate_rad_s,min_signed_yaw_rate_rad_s,mean_planar_speed_m_s,max_planar_speed_m_s,action_energy,left_body_vx_m_s,left_body_vy_m_s,left_planar_speed_m_s,left_yaw_rate_rad_s,right_body_vx_m_s,right_body_vy_m_s,right_planar_speed_m_s,right_yaw_rate_rad_s,slide_bias,slide_amp,slide_freq,slide_wave_n,yaw_amp,yaw_freq,yaw_wave_n,yaw_phase_rad
13,1,-1.73221375097435,0.4238461211171285,0.423715125740888,0.14045863227309058,0.14279104960546007,0.48335501551628113,0.14025507177543015,0.02679176531507202,0.14279104960546007,0.423977116493369,0.1354475454063552,-0.02707053189805524,0.13812621494072108,-0.423715125740888,0.7116304131163179,0.3076113285588594,0.8143720526218072,-0.8623110236490592,0.5040387998472173,0.2196535067614656,0.04418810661281558,1.3658348103157918
14,1,-1.2463859276807168,0.03374004996892096,0.03307947819695419,0.012897170170388604,0.013170899265106817,0.455387681722641,0.010535098061605965,-0.006954349245132049,0.012623441075670391,0.034400621740887725,0.01088889523029231,0.007409760327791222,0.013170899265106817,-0.03307947819695419,0.38003410531261916,0.41869357889528613,0.8330008232351697,-1.8775325683887307,0.9751168508643098,0.054473697394519044,2.094514202816459,2.115164402586699
15,1,-0.8058107481938852,0.3469897004479074,0.3451703068004705,0.08245199702903225,0.08293513945721952,0.347881942987442,0.07686178969776465,0.028480842842708617,0.08196885460084499,0.3451703068004705,0.0800094348829687,-0.021834094588428433,0.08293513945721952,-0.3488090940953443,0.44035622963106336,0.2631986460596742,1.458591215848558,-0.5874567166401112,0.8127140666029532,0.3100159346520288,0.878434521042212,-0.07444919142521433
16,1,-1.7349784771388397,-0.01421221933135582,-0.017865276543096886,0.019987381985982836,0.023955102977928966,0.19505393505096436,-0.014141023818750853,0.019335935561557455,0.023955102977928966,-0.017865276543096886,-0.007832889099074878,-0.013974096991414331,0.016019660994036705,0.010559162119614754,0.3154603590233395,0.17988838533127388,0.5739587897402134,-0.43423834124503635,0.6632365172038458,0.44328700353727374,-1.8733993116792877,2.3344209572384154
17,1,-0.9599634841817537,0.24575805604592516,0.24543653299278922,0.06726965584487923,0.06800260467502693,0.4589422047138214,0.05468068392712857,0.037909842859416974,0.06653670701473154,0.24543653299278922,0.0546609486970365,-0.04045410893998209,0.06800260467502693,-0.24607957909906109,0.5507924106821176,0.30448224948131186,0.5234176006753816,-2.985547063011012,0.9816256274597625,0.11098690213847129,0.6658001785187713,-0.08105096051707328
18,1,-1.1649816574076153,0.16491462203829266,0.1579592736718284,0.04943798367956756,0.0510212221997866,0.4132998287677765,0.05037490174446759,0.008095331308552658,0.0510212221997866,0.1718699704047569,0.04758182549089305,-0.005103578863933672,0.04785474515934852,-0.1579592736718284,0.6677087419290499,0.18550562549031127,1.2970390329900434,1.1143127439513973,0.6810846455508504,0.06706151038175703,0.648304469895888,0.2660497679210896
19,1,-1.1604630656114743,0.12737092012303264,0.12695932219468187,0.039271313194166296,0.039948521112490684,0.19844073057174683,-0.039887028696690634,-0.002215689694991513,0.039948521112490684,0.12695932219468187,-0.03842997055041593,0.003555604806067937,0.038594105275841915,-0.1277825180513834,0.35494174925299693,0.17629091284085405,1.2228463534259324,1.02226148199476,0.7264694509869404,0.09182499612763835,-0.3866365720382534,0.5784430059228045
20,1,-2.5912838590666127,-0.09366375674140064,-0.09416846917884818,0.04518945934579342,0.04564198488400622,0.2863370478153229,0.013686904562699491,-0.04259180543244681,0.04473693380758062,-0.0931590443039531,0.013214010790840046,0.04368730597062967,0.04564198488400622,0.09416846917884818,0.30278386340160324,0.3641858306775709,0.3549496874529925,-1.3873844339389263,0.8184059825916926,0.05043363710779936,-0.38257872198404863,0.28752702346188963
21,1,-0.944853122136011,0.12391429265219915,0.11723974187676145,0.018962270635173424,0.025332371387148046,0.28289949893951416,-0.012515248418002662,0.0013897119856361541,0.0125921698831988,0.11723974187676145,-0.02395872640845609,-0.008228515600103438,0.025332371387148046,-0.13058884342763685,0.45294581965407976,0.22919410608030386,1.070441627432654,-2.9701462108542787,0.6770875667118167,0.2794482836480019,-0.9892194234236591,0.6100791402149408
22,1,-1.028841388953784,0.10841442778180492,0.1068781693307194,0.02550188705573895,0.025811945488801783,0.42839515209198,0.023269945124331826,0.009650797027441252,0.02519182862267611,0.1068781693307194,0.023580630662658864,-0.010498113519492315,0.025811945488801783,-0.10995068623289043,0.35835094043898,0.2464656284184482,1.3479470456341014,0.16523316384046183,0.8692410258189126,0.13730003845415492,-2.316415873786131,0.6600987715062709
