mode,direction_label,head_delta_x_mm,head_delta_y_mm,head_delta_z_mm,head_unit_x,head_unit_y,world_xy_angle_deg,forward_minus_x_mm,lateral_y_mm,head_displacement_mm,forward_speed_mm_s
snake,forward (-X),-15.386309833055769,3.478783505854759,0.1118336069188125,-0.9753802813180084,0.2205296053050541,167.2598588434835,15.386309833055769,3.478783505854759,15.775074380649755,2.5643849721759615
worm,forward (-X),-78.68054021925458,-1.9174544879875557e-05,-0.04680585340292864,-0.9999999999999704,-2.4370123573684643e-07,-179.99998603694775,78.68054021925458,-1.9174544879875557e-05,78.68055414129987,13.113423369875763
combined,forward (-X),-94.86488097640922,9.842998609009408,-0.27949772118306127,-0.9946602063043363,0.10320404059248496,174.07629650226747,94.86488097640922,9.842998609009408,95.374568849675,15.810813496068205
