trial,generation,direction,score,axial_term,lateral_penalty,yaw_penalty,axial_deficit_penalty,body_vx_m_s,body_vy_m_s,signed_axial_m_s,abs_lateral_m_s,yaw_rate_rad_s,elapsed_s,terminated,action_energy,slide_bias,slide_amp,slide_freq,slide_wave_n,slide_phase,yaw_amp,yaw_freq,yaw_wave_n,yaw_phase,yaw_bias,yaw_trim_gradient
43,3,reverse,-2.801273966834425,-0.18033546628427644,0.5799211167840702,1.1117906126709738,1.450838665710691,0.04508386657106911,0.046393689342725614,-0.04508386657106911,0.046393689342725614,0.22235812253419476,6.0,False,0.13388000428676605,-0.02654707556517255,0.2082293419542478,0.8201467021273569,2.5198837896637265,3.0987151924949075,0.08321328685544939,1.429916994830492,2.647011717866622,-1.8416396785132352,0.48514790833957155,0.2449123103290871
44,3,reverse,-3.1624063663796,-0.42133598631378605,0.37327819809841556,0.07076859106697235,2.053339965784465,0.10533399657844651,-0.029862255847873245,-0.10533399657844651,0.029862255847873245,-0.01415371821339447,6.0,False,0.12928631901741028,-0.15936897043235365,0.3451427547854849,0.22563605071414533,2.216050441651788,3.1386946758072645,0.3352064128781965,1.4999082777678305,0.24137861408287264,-2.9922250131172947,-0.22849799624976158,0.1314084878893922
45,3,reverse,-1.7995082603031194,-0.10261406549471808,0.02047002844858121,0.3790702095816319,1.2565351637367952,0.02565351637367952,0.001637602275886497,-0.02565351637367952,0.001637602275886497,-0.07581404191632639,6.0,False,0.25824427604675293,-0.446224008959875,0.39355219129508273,0.051604793466710645,2.994030996021646,2.966653407149921,0.2905943574806724,0.9264529870850319,1.4132179010371777,-1.362297530498095,0.14217977898820444,0.11741801959293652
46,3,reverse,-2.1243195383277227,-0.07636634469273022,0.32206819480305665,0.9084921206065422,1.1909158617318256,0.019091586173182556,-0.02576545558424453,-0.019091586173182556,0.02576545558424453,-0.18169842412130843,6.0,False,0.03441893309354782,-0.09240489940546182,9.319347212500299e-05,0.6313831453152822,2.900685797261234,2.615829358760686,0.01777798874567477,1.4094188145462003,1.6641078865881056,-0.752046722294244,-0.22370698915059734,0.17637774279382323
47,3,reverse,-1.5271245966241807,-0.0694478422427136,0.03655641935907229,0.05225493382932063,1.173619605606784,0.0173619605606784,-0.0029245135487257832,-0.0173619605606784,0.0029245135487257832,0.010450986765864126,6.0,False,0.10284174233675003,-0.35638807986473986,0.0024425286459488996,1.2073706864845657,2.981009523485426,3.1399765517201716,0.12530018465342913,1.4376253467201217,1.1343043978245984,-0.8461017205704695,0.17814759419419934,0.275557298372769
48,4,reverse,-1.8596638337215936,-0.021828896998234096,0.6298731812708898,0.3524152452678142,1.0545722424955852,0.005457224249558524,0.05038985450167118,-0.005457224249558524,0.05038985450167118,0.07048304905356284,6.0,False,0.21719087660312653,-0.32499757454761946,0.26587451574720217,1.112499613966925,2.580166244517619,2.9173351044684095,0.39354940509466274,1.2929497259464588,2.617037152410491,-2.514546711344855,0.32966429242742257,0.2405643098072483
49,4,reverse,-2.089208644483586,-0.08350752210595408,0.3354232242395767,0.746114650192311,1.2087688052648853,0.02087688052648852,0.026833857939166136,-0.02087688052648852,0.026833857939166136,0.1492229300384622,6.0,False,0.07009338587522507,-0.19150161370381102,0.07344639316424066,0.8189821302161594,1.1519710181142413,3.1093874470137965,0.012465707244641822,1.0580473376071793,1.2271802186402514,-0.7677190407070724,0.29895930364496115,0.060371879161679576
50,4,reverse,-1.1255947985258234,0.0762232177459851,0.21062830661137233,0.20543822490179942,0.8094419556350372,-0.019055804436496276,-0.016850264528909788,0.019055804436496276,0.016850264528909788,-0.04108764498035988,6.0,False,0.05660345032811165,-0.05320843553955279,0.324537057479179,0.050040123455750124,2.913858669418965,-0.36326173669109396,0.34986125664919093,1.3850536127607456,2.977571351026434,-2.981657228726799,-0.10188925652515934,-0.047108843725280125
51,4,reverse,-1.2721979681120086,0.0011784763185769657,0.049342588087086206,0.09895922345067901,0.9970538092035576,-0.00029461907964424143,0.0039474070469668965,0.00029461907964424143,0.0039474070469668965,0.019791844690135802,6.0,False,0.015377028845250607,-0.035817851898071296,0.07025863467728147,0.7340115362984722,1.5356162469357226,1.7299064685557548,0.09486709502737889,0.8380615019766673,2.9054661200457295,-3.062886026939224,0.10677951665946206,0.1402066212826616
52,4,reverse,-1.9164978200933769,-0.038941821710943035,0.5324096038639209,0.4753293121124861,1.0973545542773575,0.009735455427735759,0.042592768309113675,-0.009735455427735759,0.042592768309113675,0.09506586242249722,6.0,False,0.03830501437187195,-0.2290271721638002,0.030691948728234986,0.5348470793325547,2.086676148980543,2.6619281547094618,0.1433776704763713,1.4542317033712169,2.5237426686166433,-2.3750373740370807,0.0017914551038058502,-0.06765920563708089
53,4,reverse,-1.3834047479580314,-0.038328821019247054,0.04305936234798172,0.0003419485289687015,1.0958220525481177,0.009582205254811764,0.0034447489878385376,-0.009582205254811764,0.0034447489878385376,6.83897057937403e-05,6.0,False,0.09735007584095001,-0.21713488730863983,0.13451558860344762,0.30693580488257116,0.8942217578476463,1.9752819144731868,0.11290843168231697,1.447839237519841,1.7240001401602099,-1.6081436686373756,0.20533404993193693,0.34517010382849067
