trial,score,mean_signed_yaw_rate_rad_s,min_signed_yaw_rate_rad_s,mean_planar_speed_m_s,max_planar_speed_m_s,action_energy,left_body_vx_m_s,left_body_vy_m_s,left_planar_speed_m_s,left_yaw_rate_rad_s,right_body_vx_m_s,right_body_vy_m_s,right_planar_speed_m_s,right_yaw_rate_rad_s,slide_bias,slide_amp,slide_freq,slide_wave_n,yaw_amp,yaw_freq,yaw_wave_n,yaw_phase_rad
0,-2.0791024685961808,0.7157698931417362,0.7081104896402052,0.19191963607950085,0.19452880180161197,0.45619112253189087,0.1495324154099312,0.12442472210956552,0.19452880180161197,0.7234292966432672,0.1495494483696347,-0.11607504761693659,0.1893104703573897,-0.7081104896402052,0.573,0.41,1.188,1.259,0.612,0.352,-0.091,0.623
1,-0.7982013989945825,0.11017343971119997,0.08886764934187719,0.0084088660326192,0.009151778608936668,0.46434304118156433,0.0030576422242974332,0.008625884055282926,0.009151778608936668,0.13147923008052276,-0.007500445474768471,0.0015843484699426618,0.007665953456301733,-0.08886764934187719,0.5905675009293149,0.24174083407363972,1.3185151924157148,-1.743659230744796,0.8926176819942625,1.0379866693078892,-1.3707357992781128,1.7003293007253086
2,-1.836783279833121,0.004652169065387124,-0.02175918088276174,0.020746751189765385,0.030634470518738348,0.3815212547779083,0.007828251496306256,0.007525759195209723,0.010859031860792418,0.03106351901353599,0.019688050228880632,-0.023470225012737357,0.030634470518738348,0.02175918088276174,0.2873589881286565,0.819504623015639,0.49421750153985333,-0.44745886503690446,0.35520141922067505,0.9773827460756296,-2.998023935289691,0.0791190179458674
3,-1.0886655666440443,0.2052157123032312,0.20499673568596677,0.058803952126972425,0.06174907751465292,0.3800269365310669,0.054033468665688596,0.014163078360451282,0.05585882673929193,0.20543468892049566,0.0598168608966938,-0.015326177813668964,0.06174907751465292,-0.20499673568596677,0.6209072175477273,0.17462674049513185,1.041951263396347,-2.1162966428976753,0.6837661150972223,1.0430769168408545,-2.2603360951446754,2.101828792398609
4,-1.471353571311755,0.17691585328852488,0.08375744157689358,0.04671721520236714,0.05273338292351099,0.5507075786590576,0.03886384452596419,0.012090362059528093,0.040701047481223294,0.2700742650001562,0.052618228594907016,0.003483058152220672,0.05273338292351099,-0.08375744157689358,0.8135011517804666,0.7547643540757363,1.2974404321095871,2.8193263937603064,0.47595639945735924,1.3916765854814304,-2.832167062695804,0.03436022985497633
5,-1.594255104714591,0.07097529652766366,0.06989982989795851,0.0444833172399375,0.04490865949181009,0.3724573254585266,0.04332094482560725,0.008025017100645071,0.044057974988064914,0.0720507631573688,0.04404430301602545,-0.008768527195822327,0.04490865949181009,-0.06989982989795851,0.48288536905002666,0.7285656648173586,1.284514776020611,2.7734161476613686,0.17806013736629914,0.44775638500461973,-2.4783706296656964,-0.3736641385912223
6,-2.2162393541308343,-0.06802554830185747,-0.08103665852581732,0.030498126343697893,0.030569396022864837,0.28962475061416626,0.024690709910049118,0.018023784767371882,0.030569396022864837,-0.05501443807789763,0.015060104110870338,0.026438359832895417,0.03042685666453095,0.08103665852581732,0.15017970632346653,0.5459347385398077,0.4239534917602732,-0.16920871427253692,0.6036339951512888,1.4481782712759603,-2.8309932131359883,-3.127293475559948
7,-0.08802147460150939,0.3398563436450883,0.33509448406513553,0.03398309605713762,0.04252801023303067,0.1114988848567009,0.0011007470615627408,0.025414355260949283,0.025438181881244568,0.33509448406513553,0.0027695594831925636,-0.042437733146927385,0.04252801023303067,-0.3446182032250411,0.08254764154610614,0.11310003818452288,1.1960376399060266,2.9530657684438903,0.6682397023286282,0.444230658776983,-1.2395091308058568,-0.8488946167775553
