trial,command_name,cmd_vx_m_s,cmd_vy_m_s,body_vx_m_s,body_vy_m_s,yaw_rate_rad_s,elapsed_s,terminated,action_energy,score,planar_error_m_s,projected_speed_m_s,vx_progress_m_s,vy_progress_m_s,vx_deficit,vy_deficit,yaw_penalty,slide_bias,slide_amp,slide_freq,slide_wave_n,slide_phase,yaw_amp,yaw_freq,yaw_wave_n,yaw_phase,yaw_bias,yaw_trim_gradient
0,reverse_left,-0.25,0.15,0.08935079825120851,-0.014816865035411278,0.01859630933855927,3.0,False,0.3465341031551361,-4.473444563569993,0.377257953228071,-0.0842408915766417,-0.08935079825120851,-0.014816865035411278,2.1168849781401065,1.4938955011803758,0.09298154669279635,-0.5,0.45,1.0,1.0,3.141592653589793,0.45,1.0,1.0,0.0,0.0,0.0
1,reverse_left,-0.25,0.15,0.024241233527077462,-0.13141782964324197,-0.1501789587128591,3.0,False,0.23111607134342194,-6.933903354322659,0.3929430607703434,-0.08840060179896045,-0.024241233527077462,-0.13141782964324197,1.3030154190884684,5.380594321441399,0.7508947935642954,-0.4082458807239965,0.2793457038780943,0.7183378973308925,-1.0809341697776123,-2.6214249700792074,0.36429729705553715,0.707793781700354,-0.22363041998776945,2.899001348993666,-0.19023250165914363,-0.08657619082027523
2,reverse_left,-0.25,0.15,0.05211375624045664,0.09745507766193988,0.3809146181164606,3.0,False,0.2596049904823303,-3.1238315631944418,0.30664913267973026,0.005453046493428501,-0.05211375624045664,0.09745507766193988,1.6514219530057077,0.0,1.9045730905823028,-0.09684376148761009,0.644618293865801,0.8278025122261369,1.113339092402022,-1.0448979171887083,0.6092689627479169,0.7463960549960553,-1.646847017243824,2.7321060374994284,0.3416369549386402,0.13269604972989946
3,reverse_left,-0.25,0.15,0.08263507096641967,0.05994504792312102,0.40349680241425406,3.0,False,0.603757381439209,-3.756013137675531,0.3446099023974848,-0.0400175160541135,-0.08263507096641967,0.05994504792312102,2.0329383870802458,0.0,2.0174840120712703,-0.5911220560215878,0.2815182668522358,0.6118302359242922,2.343242926736621,-2.157681059333626,0.5660184356761454,0.29111065037876893,-0.18542028282837109,1.0789789502231182,0.4210946129024349,0.5173494812966768
4,reverse_left,-0.25,0.15,0.08338447515872809,-0.0774734814306442,-0.5319624940762655,3.0,False,0.4711214303970337,-6.990053660283622,0.40359558103507304,-0.11136137491712246,-0.08338447515872809,-0.0774734814306442,2.042305939484101,3.5824493810214735,2.6598124703813273,-0.7342822622055418,0.037652862819438915,0.8052335071666429,1.1301899710253522,1.5821308842695574,0.3513785943346518,0.9130466615841054,-1.6793408334482436,2.459363500438606,-0.5353271958959278,0.05745711805881404
5,reverse_left,-0.25,0.15,0.10153695682156212,-0.07246125190647316,-0.37806238455564145,3.0,False,0.5142357349395752,-6.861258919813979,0.41601351013057275,-0.12434822871171479,-0.10153695682156212,-0.07246125190647316,2.2692119602695264,3.4153750635491056,1.8903119227782073,-0.7678117979777226,0.12679234892578262,0.43799964227182125,-0.64043673479686,0.6980887918832526,0.7099154624582145,0.7840856864361584,-2.8063372369656294,-1.930766546751087,-0.22273809008803236,0.2560523555279254
6,reverse_left,-0.25,0.15,0.04044545021608841,0.0360891436749875,0.04457042686859195,3.0,False,0.5965143442153931,-2.5367186265938586,0.3119843629734092,-0.016113976199759475,-0.04044545021608841,0.0360891436749875,1.505568127701105,0.0,0.22285213434295975,-0.8326583918585481,0.9792366192038341,0.9325869588226988,-1.4592489773238604,2.166547763842944,0.25865215244863105,1.184059267247808,2.985104548596148,2.812164621890398,0.30215443015539956,0.3388817907990407
7,reverse_left,-0.25,0.15,0.11572282480993011,0.02649168874890473,0.6553111365087053,3.0,False,0.7031979560852051,-4.903930115271443,0.38601487993994776,-0.08560164220256854,-0.11572282480993011,0.02649168874890473,2.4465353101241263,0.11694370836984233,3.2765556825435262,-0.6963288368245282,0.4700793516388999,0.6874523614852022,-1.7518577867226999,0.6773595462304578,0.7616686669233295,0.5925658349855231,0.1317397337468611,-1.6514524464205989,0.6206891508417554,-0.17484590263841082
8,reverse_left,-0.25,0.15,0.14194201417972568,0.0766661761843383,0.16446253058538765,3.0,False,0.7360501289367676,-4.236305039552796,0.398743516805837,-0.08226985078880344,-0.14194201417972568,0.0766661761843383,2.774275177246571,0.0,0.8223126529269382,-0.8991086997945187,0.6206653062472542,0.7098013800580198,0.5597269164451939,-2.572102288570286,0.9543106237112534,1.0647341375523778,0.4108350398800775,-1.4773407736191833,0.49077320295669646,0.15811560713553063
9,reverse_left,-0.25,0.15,0.1734959781670242,0.0490191180009373,0.3689453063839198,3.0,False,0.5927205085754395,-5.1660047494822665,0.4353687885608628,-0.12355144577151797,-0.1734959781670242,0.0490191180009373,3.168699727087802,0.0,1.844726531919599,-0.7224519703612694,0.6191968421907845,1.1922935096025833,-2.9823439031938097,2.9967815815773653,0.6484997801257504,0.2625671410471574,0.03816148813481224,1.7179311218165711,-0.0523788016752782,-0.5011797714125488
10,reverse_left,-0.25,0.15,0.06887418431102744,0.05630121210853325,0.11526247957018236,3.0,False,0.34543633460998535,-3.0394458719623993,0.3323555449700714,-0.03009239115566272,-0.06887418431102744,0.05630121210853325,1.860927303887843,0.0,0.5763123978509118,-0.052793752707752106,0.6389175826805763,0.48764815109006254,-2.8156336889874147,-0.7121052145584095,0.9138390388881064,1.2968878542092606,1.3759166095230686,-2.903347200410008,0.5702807337778975,0.5847598103055691
11,reverse_left,-0.25,0.15,0.13491465247193446,-0.10981417460210113,1.003612305150268,3.0,False,0.6159136891365051,-9.493148318095349,0.464394977375683,-0.17218728678820855,-0.13491465247193446,-0.10981417460210113,2.6864331558991807,4.660472486736705,5.018061525751339,-0.8799827452083681,0.6033442428271613,1.4695950481173938,1.6955390832904982,2.079397730553973,0.295562474402309,0.8131249461467961,-0.2216274761838859,-0.09930302216442755,-0.2737005326421963,0.497229559150435
12,reverse_left,-0.25,0.15,0.10852285204487062,0.08616631326414871,0.7392188848912612,3.0,False,0.24206769466400146,-4.67650425402873,0.364161193705039,-0.04872537547138259,-0.10852285204487062,0.08616631326414871,2.356535650560883,0.0,3.6960944244563056,-0.03832655665319762,0.37199927025607904,1.4721981384955556,1.1096164413480718,-2.798889751070427,0.9051806684354249,1.1002840457485612,-0.27076809032679305,3.0098942934129767,0.2893547365551751,0.24212899408739497
13,reverse_left,-0.25,0.15,0.03394330325249259,0.0003262978108238264,0.0846771809300823,3.0,False,0.4937228858470917,-3.322883315921553,0.3209766605050143,-0.028938263575653843,-0.03394330325249259,0.0003262978108238264,1.4242912906561573,0.9891234063058724,0.4233859046504114,-0.5990694238307925,0.4085462528017446,0.505084701166948,-0.3942093821657604,-0.16871516357750593,0.039523610755967775,0.6963255478253738,2.586015258347839,1.9967305313022887,-0.1777428872866833,-0.4935901904672575
14,reverse_left,-0.25,0.15,0.0882697669072749,0.04561606029791431,0.5316021594965786,3.0,False,0.7384750247001648,-4.114353261130896,0.3540090988537311,-0.052221431274680444,-0.0882697669072749,0.04561606029791431,2.1033720863409364,0.0,2.658010797482893,-0.7924157048047636,0.985859308978271,1.477028093843386,2.717733138751396,2.5703583225725755,0.283723497319625,0.5552233835907817,0.834553979300618,-2.2292610248693046,0.657074965947946,0.056768031281571596
