trial,generation,command_name,cmd_vx_m_s,cmd_vy_m_s,body_vx_m_s,body_vy_m_s,yaw_rate_rad_s,elapsed_s,terminated,action_energy,score,planar_error_m_s,projected_speed_m_s,vx_progress_m_s,vy_progress_m_s,vx_deficit,vy_deficit,yaw_penalty,slide_bias,slide_amp,slide_freq,slide_wave_n,slide_phase,yaw_amp,yaw_freq,yaw_wave_n,yaw_phase,yaw_bias,yaw_trim_gradient
0,0,reverse_right,-0.25,-0.15,0.2585901486309603,0.09422691276201951,-0.7081073402400812,3.0,False,0.41491734981536865,-10.454566072742072,0.5641903262213288,-0.2702185697731027,-0.2585901486309603,-0.09422691276201951,4.232376857887004,4.140897092067317,3.5405367012004056,-0.5384773851882412,0.3857899796638023,0.9053310812109551,1.7875118088553688,2.162674695491252,0.2769580016525539,1.3856878005580842,-0.14250286126683864,-0.4642657442078204,0.2719267884449881,-0.505425468399385
1,0,reverse_right,-0.25,-0.15,0.07153993348060358,-0.05863744888369782,-0.40043073760029974,3.0,False,0.36442989110946655,-3.5741124224196477,0.334267923332751,-0.031176268305802488,-0.07153993348060358,0.05863744888369782,1.8942491685075447,0.0,2.0021536880014987,-0.35255559772935974,0.698248553668327,1.068986436527029,-0.06365364091532255,2.9383274099103627,0.19110784235268524,1.4988419099209933,1.578160640917444,2.0917853133892557,-0.3628801980650015,-0.0042306805845020445
2,0,reverse_right,-0.25,-0.15,0.03504907024530373,0.03276556252388822,0.14696829005086057,3.0,False,0.2502649426460266,-4.346091221582838,0.3386092486811094,-0.0469120726308857,-0.03504907024530373,-0.03276556252388822,1.4381133780662965,2.092185417462941,0.7348414502543028,-0.45358137957248623,0.2234537020632733,1.0038868225393076,2.960146081674478,2.726944861450244,0.32620059683460273,0.9070290569913315,1.6775324758586123,-0.22710622620921495,-0.13634090575241253,-0.4084140592575688
3,0,reverse_right,-0.25,-0.15,0.022854013620914892,-0.0451991939215333,-0.17210788273079025,3.0,False,0.3306999206542969,-2.4484060872701017,0.29228842211715944,0.0036576384173018926,-0.022854013620914892,0.0451991939215333,1.2856751702614362,0.0,0.8605394136539513,-0.383539851353238,0.50214913882648,1.1920140125498688,0.14454249485144022,2.6108980016619174,0.15603634383538367,0.9293974396411997,0.15404403330964112,-0.715881662138115,0.2732611113446737,0.4303393893027545
4,0,reverse_right,-0.25,-0.15,0.06892437014687276,0.059782601419778696,0.2906948267738594,3.0,False,0.3545973300933838,-5.858715598604345,0.38173484741640923,-0.08986005448902802,-0.06892437014687276,-0.059782601419778696,1.8615546268359096,2.9927533806592903,1.453474133869297,-0.3401470619650828,0.5243414362807297,1.0750809273648563,2.443405195466224,2.5866906572701467,0.5896428724020568,0.8646351468952727,1.9777698612780537,-1.7830095231175664,-0.02036584066682323,-0.4788361628440384
5,0,reverse_right,-0.25,-0.15,0.18262456147796133,-0.018871399182592202,-0.7438966439148266,3.0,False,0.4771842956542969,-6.311017196705925,0.45206052818879183,-0.1468900147502853,-0.18262456147796133,0.018871399182592202,3.282807018474516,0.3709533605802599,3.7194832195741325,-0.6191230701529171,0.24135996268794047,0.7719555467771202,2.9647230850214177,-1.0291727293531592,0.681852173006568,1.0315684733543395,-1.0505240661521564,-0.9107948375816153,0.395986554292896,-0.45976999331814106
6,0,reverse_right,-0.25,-0.15,0.09833337582741757,0.049284712975637336,0.18943252383145529,3.0,False,0.29117369651794434,-5.84451971746562,0.40131102344828146,-0.10967694976687282,-0.09833337582741757,-0.049284712975637336,2.2291671978427194,2.642823765854578,0.9471626191572764,-0.6085128693314241,0.18595308928144422,0.9279665879315578,2.0182329805734645,2.382111732432783,0.3184135761141851,0.584010587234154,0.5120816179778114,-1.7922942882838002,-0.08342346408443646,0.04819309631675184
7,0,reverse_right,-0.25,-0.15,0.26373342021499746,-0.07501603338169557,-0.9450241401108997,3.0,False,0.6163024306297302,-7.543043481249802,0.5191768699543674,-0.18755411134444203,-0.26373342021499746,0.07501603338169557,4.296667752687468,0.0,4.725120700554498,-0.8797068499751659,0.42398390308159195,1.1960179441508287,-0.5492860724373498,1.6480862945712413,0.3521980996404722,1.0229307968261914,-0.4148037021544986,1.6721063082468577,-0.2947571257429611,0.4074021364607545
8,0,reverse_right,-0.25,-0.15,0.033586274317112565,-0.01933971446317938,0.04249596100269611,3.0,False,0.3171541392803192,-2.7266994628802856,0.31223914744571046,-0.018849791625478802,-0.033586274317112565,0.01933971446317938,1.4198284289639072,0.35534285122735393,0.21247980501348054,-0.3863156731782811,0.6099924049701068,0.3871532086003399,2.0404053478372104,3.1415918512449252,0.24549375449907374,0.5886398986093604,-0.31805472064337614,-0.9857050625468897,0.15058423217228833,0.3239091262892193
9,0,reverse_right,-0.25,-0.15,0.12085788485929173,-0.06468290542833789,-0.6792128528475806,3.0,False,0.5882656574249268,-4.83078604147624,0.38054510558993876,-0.07035570099182392,-0.12085788485929173,0.06468290542833789,2.5107235607411464,0.0,3.3960642642379026,-0.6261450019996655,0.4749858146609199,0.8421987851130697,0.832991792858583,2.4063569939563125,0.43928560552871354,0.5305536898159647,2.4773117731247876,2.3831012919021584,-0.5223312665095212,0.06367684571035837
