trial,generation,command_name,cmd_vx_m_s,cmd_vy_m_s,body_vx_m_s,body_vy_m_s,yaw_rate_rad_s,elapsed_s,terminated,action_energy,score,planar_error_m_s,projected_speed_m_s,vx_progress_m_s,vy_progress_m_s,vx_deficit,vy_deficit,yaw_penalty,slide_bias,slide_amp,slide_freq,slide_wave_n,slide_phase,yaw_amp,yaw_freq,yaw_wave_n,yaw_phase,yaw_bias,yaw_trim_gradient
0,0,reverse_left,-0.25,0.15,0.063932387816547,-0.03415199375186081,-0.17343473331321727,3.0,False,0.3375415503978729,-4.875312014906352,0.363958103252262,-0.0723926261013197,-0.063932387816547,-0.03415199375186081,1.7991548477068373,2.138399791728694,0.8671736665660863,-0.576927727743676,0.19588268450460056,1.2430203154366009,2.632424002023738,2.399444235632151,0.5433310376176773,0.9394229700025563,2.3209378199217046,0.7142350229233774,-0.17164704014332466,-0.08363992978309664
1,0,reverse_left,-0.25,0.15,0.048763909903376236,0.013041710168273147,-0.1343666805835809,1.1,True,0.4024085998535156,-4.295094446032769,0.3286600782181858,-0.035104803247136454,-0.048763909903376236,0.013041710168273147,1.609548873792203,0.5652763277242284,0.6718334029179044,-0.4800875252889605,0.2779859046069195,0.8543116390369888,2.950277023621071,1.7417013445578933,0.924298776327326,1.3137198157135512,2.854719125478095,1.2573300714192275,-0.0632724067840259,-0.007374131077087731
2,0,reverse_left,-0.25,0.15,0.033652509479928754,0.02505222739829584,0.07048126488692619,3.0,False,0.2972426116466522,-2.6228740539934736,0.3099527254475886,-0.015967524151084843,-0.033652509479928754,0.02505222739829584,1.4206563684991094,0.16492575339013862,0.35240632443463094,-0.4639434141388268,0.3518667811885218,0.7244581887465072,2.491212950143108,0.941621709250553,0.5262387543218318,0.74454578076592,1.9685682094417132,-1.7901102527020756,-0.020258082803945143,-0.008473249610958189
3,0,reverse_left,-0.25,0.15,0.04182505371716591,-0.029388286674884703,-0.2568521619245199,3.0,False,0.5661311745643616,-4.556066863523284,0.3425522140830174,-0.050984836433532445,-0.04182505371716591,-0.029388286674884703,1.5228131714645738,1.9796095558294902,1.2842608096225994,-0.9203328022547793,0.830571629857694,0.7177569142631854,1.2897590942042605,2.6902769493926675,0.14328324802266768,0.5531240591470006,1.6254047762648476,0.21147412791045417,-0.01662799915162183,0.3723901088700581
4,0,reverse_left,-0.25,0.15,0.031844891597843976,-0.023552755287943216,-0.11030367843577042,3.0,False,0.1395477056503296,-3.978380159518262,0.3309941114096097,-0.039424561889504064,-0.031844891597843976,-0.023552755287943216,1.3980611449730496,1.7850918429314406,0.5515183921788521,-0.057960153095725664,0.32454110121484414,1.036130294103361,-0.5287067983895359,1.078269894048244,0.6313952934682205,0.9785946270128222,1.643831794838655,1.4118205667006736,-0.10769264105338139,0.19788749968638486
5,0,reverse_left,-0.25,0.15,0.010231427198360576,0.018120838213022943,-0.08700461808036215,3.0,False,0.4526847004890442,-2.4769586870817473,0.2917404823046183,0.0005497179028521192,-0.010231427198360576,0.018120838213022943,1.1278928399795072,0.39597205956590187,0.43502309040181075,-0.3712657044283647,0.6372751415899099,0.9431411639584942,0.8277608667887035,1.970193090334467,0.5410122831750762,0.8592041237307175,-1.3042052515061426,0.9568200032635694,0.364217443305215,0.6176129538219477
6,0,reverse_left,-0.25,0.15,-0.0033227054388951555,0.022275175301727516,0.1231070931228011,3.0,False,0.051556773483753204,-2.209543185356501,0.2777828621355006,0.01430967955222207,0.0033227054388951555,0.022275175301727516,0.9584661820138106,0.25749415660908276,0.6155354656140055,-0.01877927831627413,0.3094140306271369,1.229220571281688,1.5963829390459114,3.034324705400575,0.30204452243740587,0.943269001994384,2.2540589674480964,-0.021822910155118613,0.0876189064113213,-0.13376902073309116
7,0,reverse_left,-0.25,0.15,0.1315363742396731,0.052670334467887964,0.7365303400482812,3.0,False,0.2800411581993103,-5.127607241219131,0.39375508715513596,-0.08569284686372092,-0.1315363742396731,0.052670334467887964,2.6442046779959134,0.0,3.682651700241406,-0.31720454304535495,0.15938691874543504,1.3023878491300505,-2.466524945727082,1.251069541551784,0.05417729853683731,1.0027145269051139,0.5577179470123141,1.9084062312917354,0.6275105268959815,-0.22716542082405272
8,0,reverse_left,-0.25,0.15,0.030195156093930114,-0.0029848730149385546,-0.009138283203144285,3.0,False,0.2626851201057434,-3.217904036303629,0.31923924707012247,-0.027427837238007145,-0.030195156093930114,-0.0029848730149385546,1.3774394511741264,1.0994957671646186,0.04569141601572142,-0.38711411965426046,0.5562121785386215,0.8051059213907912,1.0881469340850707,3.1231065288923965,0.006456161487888956,0.8432003276378013,1.045613846330724,-1.0693867827234564,-0.0352908650376309,-0.07074022405545277
9,0,reverse_left,-0.25,0.15,0.11338583666434442,-0.06716876935026367,-0.6601282408290071,3.0,False,0.6219109296798706,-7.39410974098657,0.42333384068528424,-0.13178559954367455,-0.11338583666434442,-0.06716876935026367,2.417322958304305,3.238958978342122,3.3006412041450353,-0.4925564567539392,0.8282182151840805,1.274724751313721,-1.0150720481054079,1.0138150036178084,0.7239069388618271,1.4743217461379077,1.9893372932317028,-1.9817554766410415,-0.6876940647192131,0.3040479683544881
