label,scan_path,analysis_path,accepted,failed_conditions,dominant_failure_group,adapter_version,gait_prior_scale,policy_residual_scale,gait_blend,num_commands,planar_rmse_m_s,yaw_rmse_rad_s,wrong_planar_sign_count,wrong_yaw_sign_count,wrong_mixed_component_sign_count,planar_error_exceed_count,off_axis_exceed_count,fixed_lateral_strict_gate_passed,counter_cmd_vx_m_s,counter_cmd_vy_m_s,counter_cmd_yaw_rad_s,counter_body_vx_m_s,counter_body_vy_m_s,counter_yaw_rate_rad_s,counter_planar_sign_ok,counter_mixed_component_sign_ok,counter_mean_prior_component_l2,counter_mean_residual_component_l2
v95_best_nominal,record\current\flat_omni_v95_server_mixed_positive_vx_hardcase_scan\v95_best_nominal_scan.json,record\current\flat_omni_v95_server_mixed_positive_vx_hardcase_scan\v95_best_nominal_analysis.json,False,wrong_mixed_component_sign_count,mixed_vx_vy,cmaes_tri_anchor_auto_gate_directional_v37,1.0,0.35,,35,0.05468923964736117,0.02173502156733423,0,0,7,1,3,True,0.05,0.075,0.0,-0.022888689717239855,0.057756103081333776,0.11358250723803683,True,False,0.921458112,0.0936382277
v95_best_robust,record\current\flat_omni_v95_server_mixed_positive_vx_hardcase_scan\v95_best_robust_scan.json,record\current\flat_omni_v95_server_mixed_positive_vx_hardcase_scan\v95_best_robust_analysis.json,False,"wrong_planar_sign_count,wrong_mixed_component_sign_count",mixed_vx_vy,cmaes_tri_anchor_auto_gate_directional_v37,1.0,0.35,,35,0.05696532960893664,0.02006162459963055,1,0,8,2,1,True,0.05,0.075,0.0,-0.03446526267238791,0.00592597190124692,0.011315592207085038,False,False,0.921458112,0.0743411049
v95_final_nominal,record\current\flat_omni_v95_server_mixed_positive_vx_hardcase_scan\v95_final_nominal_scan.json,record\current\flat_omni_v95_server_mixed_positive_vx_hardcase_scan\v95_final_nominal_analysis.json,False,wrong_mixed_component_sign_count,mixed_vx_vy,cmaes_tri_anchor_auto_gate_directional_v37,1.0,0.35,,35,0.057193702497862486,0.02176868294526662,0,0,11,2,2,True,0.05,0.075,0.0,-0.026670167271190048,0.051637174860883116,0.08507202230568349,True,False,0.921458112,0.0934256559
v95_final_robust,record\current\flat_omni_v95_server_mixed_positive_vx_hardcase_scan\v95_final_robust_scan.json,record\current\flat_omni_v95_server_mixed_positive_vx_hardcase_scan\v95_final_robust_analysis.json,False,wrong_mixed_component_sign_count,mixed_vx_vy,cmaes_tri_anchor_auto_gate_directional_v37,1.0,0.35,,35,0.06159119485341821,0.020072098114778104,0,0,10,2,1,True,-0.1,0.075,0.0,-0.060514793851973135,-0.03375129012941643,-0.08824654358747841,True,False,0.7995907644,0.0858428953
